temperature,pressure,level,flow,fault_type
164.1185526264361,6.050324448043063,68.26701466890205,8.10923889488057,LOW_FLOW
163.943190297495,5.900139320714993,61.69775909696242,42.98549539742956,NORMAL
154.3322054501264,6.029298133047734,67.29494949637015,35.33982310150207,NORMAL
160.55738224944787,6.3721101900199235,57.85530916526916,38.072667367558886,NORMAL
163.40294540257895,7.112889563732089,62.30600333675376,36.81347272984211,NORMAL
185.0,5.962049178935676,69.02867069732959,34.33935897369644,NORMAL
167.06132079923816,5.269369940868147,64.38860328036452,8.770323336219388,LOW_FLOW
169.6781759290211,5.7626625772093965,11.396605929758561,33.15211574922674,LOW_LEVEL
149.37473226024818,7.712471804815392,12.409809227318636,35.86116832530377,LOW_LEVEL
225.33067961441841,8.985839959982771,70.28861639741281,31.304797990332236,HIGH_TEMPERATURE
170.08120757451525,6.009137747972808,68.97312906156996,41.30527778398783,NORMAL
167.86191007396692,6.1377300785794064,16.960389683769954,36.682030454977735,LOW_LEVEL
157.3323271544379,5.87952339798614,61.025640045184765,38.760090171486304,NORMAL
159.8463339969084,5.465082569481044,63.02724253058525,42.07753364915575,NORMAL
210.5065317239621,8.304561189987556,66.8164930693029,38.24279997742057,HIGH_TEMPERATURE
162.03703512271113,5.858431937387059,66.7668329301352,37.259003778373355,NORMAL
162.2284249496749,7.706562573728162,10.66829713358932,38.11224852678522,LOW_LEVEL
168.82088583805415,6.388548804049941,60.71291276824223,37.39744464157601,NORMAL
165.758614877843,4.583840322876859,67.61982405137023,40.87673987736552,NORMAL
170.09525026697767,7.349158828661159,58.35185303220423,40.23849570047872,NORMAL
171.90470014436283,5.522429342706865,65.56929809075262,40.0129608424862,NORMAL
162.01188802255322,6.255160961490995,61.08286555979618,42.409351565097495,NORMAL
162.679473808502,6.23000903906655,61.026205941485095,39.20138238905322,NORMAL
175.39382638228852,7.124339412011543,59.86849724952121,43.89583683395235,NORMAL
168.9044521244199,5.853718767226345,9.850017718961265,39.4664886386891,LOW_LEVEL
171.6329685685284,7.484259174329767,60.329215688790036,40.35014674655812,NORMAL
160.7323812226822,6.8601705019016235,73.17141921835946,38.71629841656067,NORMAL
162.46907661470846,6.399120752875957,60.28587140858747,41.740943744116045,NORMAL
166.8142883688731,4.185098439218412,50.0,38.09484186457324,NORMAL
159.82032457216386,6.4016085196559045,68.74563294653312,39.73319164214805,NORMAL
162.69371633498145,5.149322574988086,64.80673910804457,38.07968205794307,NORMAL
167.67436102798172,7.74247791831635,70.04698160470757,33.94724456908422,NORMAL
179.89222359185652,12.732914541889205,80.0,34.9727380690109,HIGH_PRESSURE
169.0029949339044,11.28981931179528,66.34690182250279,43.939409166805,HIGH_PRESSURE
173.48261763823754,5.444207400517657,65.67084891740606,39.81292396390127,NORMAL
165.63190973072008,7.01646169242752,66.28537599337464,39.18480863848835,NORMAL
156.67519316126797,5.650318526473204,74.52661598727416,35.85242037361884,NORMAL
156.39542171085589,6.094316630462288,62.57405659416429,39.212929884992484,NORMAL
171.15670603698652,6.491227124755264,12.449366221738444,38.204958243367734,LOW_LEVEL
177.91804236153305,13.072714099971495,64.02513241254748,42.83848104180675,HIGH_PRESSURE
156.70701680668319,5.777098772873838,68.63365538662254,38.44843979141102,NORMAL
164.81413031319707,5.3308821883804525,67.71843695516509,38.699210881180235,NORMAL
154.70061934980777,6.098378696442628,53.264131358309164,31.832873213667547,NORMAL
162.39441511941018,7.344630575460215,68.88351116854889,37.2428362168821,NORMAL
174.12406158053673,12.850611867552537,58.54148152351051,36.66831187908171,HIGH_PRESSURE
155.16394082112322,6.378949087710186,68.26709755559675,34.748987659167895,NORMAL
158.73279156882703,5.28304231023137,54.35973765350979,39.518013989766196,NORMAL
168.88158585182165,5.576052173839167,67.32124786835791,35.692131255731404,NORMAL
219.02707214681604,6.9431120456485,69.50137696618887,35.165951900536946,HIGH_TEMPERATURE
166.2799329085875,6.975463656727043,62.65550264057892,37.32247366798061,NORMAL
180.75110254040172,6.38842070606807,9.371137160971388,34.422550607123206,LOW_LEVEL
158.2787481842998,5.460186066530039,61.48174082084204,46.54647538193696,NORMAL
157.768965683353,5.529747770015767,53.83617330711516,41.05954609178019,NORMAL
168.2270099402138,6.340619298424027,69.21756172030075,40.60018520840214,NORMAL
158.54602998843527,5.508888044711506,60.389080426449574,38.952196647440935,NORMAL
165.24005230824753,5.601831130941999,68.84797183203358,39.449244656246556,NORMAL
169.4657486043803,5.9970699710577655,60.413405361403825,44.09318788186709,NORMAL
180.97837224598396,6.110553344184287,68.38628815176607,36.28941878264439,NORMAL
155.02146024244664,6.548523566008109,68.93834654807148,36.27345493617328,NORMAL
168.27862765862955,5.897298358909989,60.63782011255499,33.532910760416584,NORMAL
162.97297944841588,5.954386867301516,63.92453144306678,37.65237770762529,NORMAL
161.0905394482963,5.650146115090801,72.00089267897187,37.0303339730393,NORMAL
157.6969761062494,6.055647244164015,66.53288768832284,38.85670524629875,NORMAL
157.04181504777085,5.765235783828573,59.81268509076644,38.95735073794043,NORMAL
168.9983048343664,6.329747092394574,62.18626084341509,38.30027321848573,NORMAL
167.58327384323778,6.895415432075728,63.422231558362405,39.70541049103846,NORMAL
156.87945675416947,6.781974068019222,64.68455523658196,33.58863342685527,NORMAL
164.86052882440794,4.813669050276364,57.40470862539533,37.90611557042501,NORMAL
160.24218124980803,5.953791699228337,56.036113305257786,39.68765558572204,NORMAL
170.5973862028229,5.860775224180454,60.557676681330825,45.55770744633505,NORMAL
165.85724058271458,5.878919917614533,69.49085912328329,38.550494973817806,NORMAL
169.06463284159253,5.898037248761796,62.478949523498244,40.699673978642245,NORMAL
163.04713025182318,5.8887223242395486,61.96964205052939,36.56815170238969,NORMAL
172.62728674114385,6.557192991913814,68.09293806942735,8.739818337132432,LOW_FLOW
159.53266854041274,5.0015075878595106,65.27674242973217,6.64648299129634,LOW_FLOW
165.86027344042907,5.198779833549228,63.27741380650084,35.71296576596465,NORMAL
165.56090526986574,5.396908783385533,57.95456704733254,37.08583645702272,NORMAL
161.1215968039821,5.537589194376178,67.04210843119286,38.11522425310556,NORMAL
154.19920705498862,7.008753744768012,60.075282420757446,39.05009097878526,NORMAL
158.49287670122658,6.583065845335879,57.46382719984276,35.12468386079903,NORMAL
